LST,UTCI,UTFVI
24.183864752000023,37.632753259089334,0.22401073138343647
16.13494035500002,37.48257943096447,-0.18336707770752758
32.24150510000004,37.67410262724158,0.6318296783019409
15.966602870000017,37.69273621696518,-0.1918870926119717
16.22124536000002,37.74175905505811,-0.17899894823875173
20.25336962000001,37.435466272711665,0.02507775393943633
17.230244864000024,37.420563015720305,-0.12793075738003326
20.302361240000025,37.69379224218805,0.0275573521857388
28.12962704000002,37.63211660504865,0.4237164208390741
24.40569425000001,37.59192447539449,0.23523812158238844
24.47283392857144,37.62996963166256,0.2386362421026526
20.27706789200002,37.53130010500657,0.026277187509740854
24.99786621500003,37.56971234215128,0.2652095445711189
26.843963231428575,37.533319017041215,0.3586455020764886
16.36935956000002,37.79576601973293,-0.1715024884243508
12.235834040000034,37.69026372714189,-0.3807113823216284
22.835602348571456,37.66837473540171,0.15577152861577667
19.677547184,37.48142808375445,-0.0040661752159347414
13.95509810000003,37.78780114050904,-0.2936947833990837
21.024247064000008,37.540516482393436,0.06409394401961763
24.576839394285734,37.54851195536807,0.24390023970858946
14.287500545000022,37.77527518394972,-0.2768709976233038
18.327885020000014,37.82319386725896,-0.07237622364777417
21.020829044000017,37.652895792565815,0.06392094879313193
15.817919000000018,37.70415615639703,-0.19941238496412017
21.187628420000028,37.54560862052513,0.0723631158456577
14.390325980000028,37.948492034826934,-0.2716667245598444
25.42426421000002,38.0306861537245,0.28679069907526833
24.13453133000002,37.501774677855245,0.22151383361448584
30.854928320000038,37.53228940196738,0.5616512814240501
21.704237728571457,37.61364330366483,0.09851010864885353
23.76960072800002,37.528422314814506,0.20304370993331228
20.271599060000028,37.645456516652736,0.026000395147363426
13.330454945000014,37.728439585445024,-0.3253096610394326
16.657612580000034,37.60886634946793,-0.15691322432401625
22.15082645600004,37.723690908658455,0.12111317066946178
29.814710900000023,37.67654394730677,0.5090030674967574
18.83773967000002,37.85700956683995,-0.0465711023635865
-0.9184159299999664,37.44622006949166,-1.0464835114536641
16.66302444500002,37.92736176671709,-0.15663931521541388
36.35566184,37.72021850812548,0.8400582659157957
33.22361618000002,37.54050452888797,0.681536973378967
30.44476592000001,37.71515049107983,0.5408918542457078
20.078480930000012,37.512745457682286,0.016226164850893846
11.50437776000002,37.49661036591711,-0.41773236078967
34.45638206000001,37.75640392576847,0.7439305850649793
